bin	chrom	chromStart	chromEnd	name	score	strand	otherChrom	otherStart	otherEnd	otherSize	uid	posBasesHit	testResult	verdict	chits	ccov	alignfile	alignL	indelN	indelS	alignB	matchB	mismatchB	transitionsB	transversionsB	fracMatch	fracMatchIndel	jcK	k2K
674	chr19	11665735	11667089	chr8:81807712	0	-	chr8	81807712	81809068	1356	21989	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066143	1357	3	4	1353	1269	84	55	29	0.937916	0.935841	0.0648051	0.0651552
674	chr19	11665735	11667089	chr13:20947952	0	+	chr13	20947952	20949658	1706	9608	1000	N/A	N/A	N/A	N/A	align_both/0004/both0024376	1711	7	362	1349	1266	83	53	30	0.938473	0.933628	0.0641979	0.0645077
674	chr19	11665737	11667089	chr15:67627791	0	-	chr15	67627791	67629469	1678	13094	1000	N/A	N/A	N/A	N/A	align_both/0008/both0042652	1683	8	336	1347	1251	96	74	22	0.92873	0.923247	0.0748868	0.0757582
674	chr19	11665737	11667089	chr7:84983496	0	-	chr7	84983496	84984839	1343	21960	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066141	1352	3	9	1343	1297	46	38	8	0.965748	0.963596	0.0350585	0.0352904
674	chr19	11665737	11667089	chr12:9027194	0	+	chr12	9027194	9029148	1954	8159	1000	N/A	N/A	N/A	N/A	align_both/0003/both0017792	1960	8	614	1346	1244	102	67	35	0.92422	0.918759	0.0798877	0.080436
674	chr19	11665737	11667092	chr19:41829605	0	-	chr19	41829605	41831267	1662	21375	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066091	1665	5	313	1352	1275	77	61	16	0.943047	0.939573	0.0592312	0.0598205
674	chr19	11665738	11667028	chr17:2306761	0	-	chr17	2306761	2308048	1287	19806	1000	N/A	N/A	N/A	N/A	align_both/0011/both0055435	1291	3	5	1286	1213	73	50	23	0.943235	0.94104	0.0590283	0.0593732
674	chr19	11665738	11667089	chrX:74472679	0	+	chrX	74472679	74474012	1333	22204	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066151	1364	6	44	1320	1216	104	69	35	0.921212	0.917044	0.083241	0.083863
674	chr19	11665738	11667089	chrX:119220722	0	-	chrX	119220722	119222074	1352	22205	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066154	1357	7	11	1346	1279	67	47	20	0.950223	0.945307	0.0515059	0.0517912
674	chr19	11665739	11667065	chr1:191145699	0	+	chr1	191145699	191146996	1297	21310	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066100	1329	5	35	1294	1195	99	64	35	0.923493	0.919938	0.0806966	0.0812215
674	chr19	11665739	11667068	chr4:77987532	0	+	chr4	77987532	77988851	1319	21824	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066125	1330	4	12	1318	1233	85	63	22	0.935508	0.932678	0.0674344	0.0680443
674	chr19	11665740	11667065	chr9:88410206	0	+	chr9	88410206	88411498	1292	22014	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066148	1330	7	43	1287	1214	73	46	27	0.943279	0.938176	0.0589806	0.0592264
674	chr19	11665740	11667083	chr2:206418973	0	+	chr2	206418973	206420291	1318	21631	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066112	1347	7	33	1314	1247	67	46	21	0.949011	0.943982	0.0528054	0.0530821
674	chr19	11665740	11667089	chr1:179455892	0	+	chr1	179455892	179457392	1500	21311	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066099	1509	7	169	1340	1252	88	59	29	0.934328	0.929473	0.0687265	0.0691613
674	chr19	11665741	11667085	chr3:42889305	0	-	chr3	42889305	42890631	1326	21779	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066114	1345	5	20	1325	1246	79	52	27	0.940377	0.936842	0.0621261	0.0624538
674	chr19	11665741	11667094	chr1:202911747	0	-	chr1	202911747	202913062	1315	21312	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066101	1362	7	56	1306	1233	73	52	21	0.944104	0.939071	0.0580884	0.0584757
674	chr19	11665742	11667090	chr13:52642432	0	-	chr13	52642432	52643782	1350	9612	1000	N/A	N/A	N/A	N/A	align_both/0005/both0025944	1350	2	2	1348	1319	29	21	8	0.978487	0.977037	0.0218279	0.0218838
674	chr19	11665744	11666987	chr2:63751355	0	+	chr2	63751355	63752594	1239	21632	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066107	1259	9	36	1223	1110	113	80	33	0.907604	0.900974	0.0986024	0.0997431
674	chr19	11665744	11667038	chr5:154337136	0	+	chr5	154337136	154338460	1324	21874	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066130	1326	5	34	1292	1196	96	72	24	0.925697	0.922128	0.0782468	0.0791137
674	chr19	11665744	11667065	chr15:99284295	0	+	chr15	99284295	99285611	1316	13099	1000	N/A	N/A	N/A	N/A	align_both/0009/both0045902	1330	9	23	1307	1209	98	69	29	0.925019	0.918693	0.0789991	0.0797009
674	chr19	11665744	11667065	chr2:194187343	0	-	chr2	194187343	194188647	1304	21633	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066110	1336	7	47	1289	1181	108	68	40	0.916214	0.911265	0.0888466	0.0894221
674	chr19	11665744	11667065	chr9:125595635	0	-	chr9	125595635	125596958	1323	22015	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066149	1329	5	14	1315	1227	88	60	28	0.93308	0.929545	0.0700961	0.0705799
674	chr19	11665744	11667068	chr10:30517283	0	+	chr10	30517283	30518899	1616	5200	1000	N/A	N/A	N/A	N/A	align_both/0000/both0001731	1645	12	350	1295	1175	120	73	47	0.907336	0.899005	0.0989085	0.099531
674	chr19	11665744	11667089	chr15:35400631	0	-	chr15	35400631	35402098	1467	13087	1000	N/A	N/A	N/A	N/A	align_both/0008/both0041041	1509	10	206	1303	1205	98	71	27	0.924789	0.917746	0.0792549	0.0800406
674	chr19	11665745	11667025	chr3:80216244	0	-	chr3	80216244	80217696	1452	21780	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066116	1456	8	180	1276	1163	113	74	39	0.911442	0.905763	0.0942382	0.0950043
674	chr19	11665745	11667056	chr1:54536769	0	-	chr1	54536769	54538075	1306	21313	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066094	1319	6	21	1298	1201	97	66	31	0.92527	0.921012	0.0787208	0.079332
674	chr19	11665745	11667089	chr1:58047852	0	+	chr1	58047852	58049350	1498	21314	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066095	1503	7	164	1339	1263	76	58	18	0.943241	0.938336	0.0590214	0.0595352
674	chr19	11665746	11667017	chr4:24771477	0	-	chr4	24771477	24772747	1270	21825	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066122	1285	9	29	1256	1136	120	75	45	0.904459	0.898024	0.102199	0.102948
674	chr19	11665747	11667079	chr2:174309693	0	+	chr2	174309693	174311023	1330	21634	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066109	1334	4	6	1328	1247	81	56	25	0.939006	0.936186	0.0636174	0.0640348
674	chr19	11665747	11667089	chr18:72618207	0	-	chr18	72618207	72619548	1341	20849	1000	N/A	N/A	N/A	N/A	align_both/0012/both0064945	1349	6	15	1334	1221	113	82	31	0.915292	0.911194	0.089885	0.0909135
674	chr19	11665751	11667065	chr11:110787714	0	+	chr11	110787714	110789011	1297	6815	1000	N/A	N/A	N/A	N/A	align_both/0003/both0016276	1316	4	21	1295	1207	88	61	27	0.932046	0.929176	0.0712317	0.0717648
674	chr19	11665758	11667068	chr6:32325180	0	-	chr6	32325180	32326487	1307	21904	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066134	1311	5	5	1306	1241	65	44	21	0.95023	0.946606	0.0514986	0.0517472
674	chr19	11665802	11667055	chr1:115856631	0	+	chr1	115856631	115857844	1213	21315	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066098	1264	7	62	1202	1129	73	49	24	0.939268	0.93383	0.0633324	0.0637011
674	chr19	11665802	11667091	chr12:92883712	0	-	chr12	92883712	92884969	1257	8175	1000	N/A	N/A	N/A	N/A	align_both/0004/both0021932	1290	4	34	1256	1200	56	41	15	0.955414	0.952381	0.0459662	0.0462311
674	chr19	11665808	11667089	chr2:33636442	0	-	chr2	33636442	33637723	1281	21635	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066104	1288	8	14	1274	1177	97	68	29	0.923862	0.918097	0.0802861	0.0810001
674	chr19	11665808	11667089	chrX:100855027	0	+	chrX	100855027	100856439	1412	22206	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066153	1438	5	183	1255	1189	66	43	23	0.94741	0.943651	0.0545244	0.0547645
674	chr19	11665810	11667023	chr1:80450818	0	+	chr1	80450818	80451999	1181	21316	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066096	1220	6	46	1174	1081	93	57	36	0.920784	0.916102	0.0837199	0.0841726
674	chr19	11665812	11667029	chr5:136428892	0	-	chr5	136428892	136430117	1225	21875	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066129	1228	6	14	1214	1114	100	67	33	0.917628	0.913115	0.0872569	0.0879707
674	chr19	11665817	11666976	chr6:27523446	0	-	chr6	27523446	27524596	1150	21905	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066133	1166	6	23	1143	1051	92	63	29	0.91951	0.914708	0.0851453	0.0858836
674	chr19	11665817	11667025	chr6:166334566	0	-	chr6	166334566	166336014	1448	21906	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066136	1466	16	276	1190	1080	110	82	28	0.907563	0.895522	0.0986494	0.100028
674	chr19	11665817	11667056	chr4:72807240	0	-	chr4	72807240	72808446	1206	21826	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066123	1246	10	47	1199	1103	96	65	31	0.919933	0.912324	0.0846713	0.0853697
674	chr19	11665821	11667073	chr11:5570999	0	+	chr11	5570999	5572235	1236	6804	1000	N/A	N/A	N/A	N/A	align_both/0002/both0011020	1257	6	26	1231	1170	61	42	19	0.950447	0.945837	0.0512661	0.0515293
674	chr19	11665822	11667089	chr3:148166084	0	+	chr3	148166084	148167355	1271	21781	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066119	1275	6	12	1263	1179	84	62	22	0.933492	0.929078	0.069644	0.0702864
679	chr19	12385985	12404553	chr19:12425555	0	+	chr19	12425555	12444343	18788	21376	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066176	19005	79	654	18351	17695	656	415	241	0.964253	0.960119	0.0366274	0.0367213
679	chr19	12425555	12444343	chr19:12385985	0	+	chr19	12385985	12404553	18568	21376	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066176	19005	79	654	18351	17695	656	415	241	0.964253	0.960119	0.0366274	0.0367213
685	chr19	13139375	13141128	chr9:33288235	0	+	chr9	33288235	33289993	1758	22016	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066331	1777	14	43	1734	1666	68	45	23	0.960784	0.953089	0.0402781	0.0404154
693	chr19	14185549	14242420	chr17:30672848	0	-	chr17	30672848	30730961	58113	19818	1000	N/A	N/A	N/A	N/A	align_both/0011/both0058569	60055	164	5126	54929	53166	1763	1228	535	0.967904	0.965023	0.032803	0.0329134
693	chr19	14245705	14255878	chr17:32078117	0	-	chr17	32078117	32087324	9207	19820	1000	N/A	N/A	N/A	N/A	align_both/0011/both0058752	10265	38	1150	9115	8850	265	177	88	0.970927	0.966896	0.0296514	0.0297277
693	chr19	14245705	14255986	chr17:30661965	0	-	chr17	30661965	30671223	9258	19817	1000	N/A	N/A	N/A	N/A	align_both/0011/both0058568	10380	42	1221	9159	8881	278	187	91	0.969647	0.965221	0.0309839	0.0310697
86	chr19	14280079	14300340	chr17:30639833	0	-	chr17	30639833	30659947	20114	19816	1000	N/A	N/A	N/A	N/A	align_both/0011/both0058567	20429	74	483	19946	19260	686	487	199	0.965607	0.962038	0.0352064	0.0353434
86	chr19	14280079	14300340	chr17:32055858	0	-	chr17	32055858	32075971	20113	19819	1000	N/A	N/A	N/A	N/A	align_both/0011/both0058751	20455	78	536	19919	19233	686	483	203	0.96556	0.961794	0.0352553	0.0353884
694	chr19	14347837	14349282	chr19:14785821	0	-	chr19	14785821	14787286	1465	21380	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066357	1489	11	68	1421	1287	134	82	52	0.9057	0.898743	0.100777	0.101442
694	chr19	14377800	14381973	chr19:14776294	0	-	chr19	14776294	14781284	4990	21383	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066360	5338	23	1513	3825	3530	295	192	103	0.922876	0.91736	0.0813843	0.0819335
695	chr19	14514774	14518435	chr2:191879995	0	+	chr2	191879995	191882291	2296	21636	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066380	2593	9	323	2270	2129	141	89	52	0.937885	0.934182	0.0648381	0.0651394
696	chr19	14583558	14587815	chr19:14587815	0	+	chr19	14587815	14592482	4667	21384	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066370	4669	9	414	4255	4134	121	86	35	0.971563	0.969512	0.0289903	0.0290829
696	chr19	14587815	14592482	chr19:14583558	0	+	chr19	14583558	14587815	4257	21384	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066370	4669	9	414	4255	4134	121	86	35	0.971563	0.969512	0.0289903	0.0290829
697	chr19	14776294	14781284	chr19:14377800	0	-	chr19	14377800	14381973	4173	21383	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066360	5338	23	1513	3825	3530	295	192	103	0.922876	0.91736	0.0813843	0.0819335
697	chr19	14781506	14784476	chr19:14371924	0	-	chr19	14371924	14374897	2973	21382	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066359	3016	18	89	2927	2722	205	140	65	0.929962	0.924278	0.0735268	0.0740645
697	chr19	14784711	14786005	chr19:14355377	0	-	chr19	14355377	14356663	1286	21381	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066358	1295	3	10	1285	1175	110	72	38	0.914397	0.912267	0.0908951	0.0916038
697	chr19	14785821	14787286	chr19:14347837	0	-	chr19	14347837	14349282	1445	21380	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066357	1489	11	68	1421	1287	134	82	52	0.9057	0.898743	0.100777	0.101442
702	chr19	15422095	15427503	chr11:23404314	0	-	chr11	23404314	23407050	2736	6808	1000	N/A	N/A	N/A	N/A	align_both/0002/both0012073	4200	16	1473	2727	2528	199	138	61	0.927026	0.921619	0.0767726	0.0773967
703	chr19	15513802	15515355	chr20:49113666	0	+	chr20	49113666	49114893	1227	21674	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066408	1575	8	370	1205	1130	75	53	22	0.937759	0.931575	0.0649757	0.0654496
705	chr19	15793911	15794958	chr19:15727906	0	+	chr19	15727906	15728953	1047	21385	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066411	1047	0	0	1047	971	76	52	24	0.927412	0.927412	0.0763455	0.0769314
706	chr19	15907771	15911197	chr10:58193565	0	+	chr10	58193565	58196699	3134	5204	1000	N/A	N/A	N/A	N/A	align_both/0001/both0006369	3457	20	354	3103	2938	165	109	56	0.946826	0.940762	0.0551535	0.0554134
706	chr19	15907771	15911985	chr13:22834192	0	+	chr13	22834192	22838400	4208	9610	1000	N/A	N/A	N/A	N/A	align_both/0004/both0024580	4559	30	696	3863	3588	275	174	101	0.928812	0.921654	0.074797	0.0752067
714	chr19	16973345	16976153	chr7:9727960	0	-	chr7	9727960	9730039	2079	21961	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066508	2823	3	759	2064	2009	55	38	17	0.973353	0.97194	0.0271322	0.0272049
726	chr19	18586148	18587294	chr6:85972622	0	-	chr6	85972622	85973803	1181	21909	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066621	1192	8	57	1135	1045	90	67	23	0.920705	0.914261	0.083808	0.0847823
735	chr19	19699202	19701236	chr19:19825210	0	-	chr19	19825210	19827205	1995	21387	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066630	2052	8	75	1977	1852	125	82	43	0.936773	0.932997	0.0660522	0.0664192
735	chr19	19775645	19781478	chr19:20047595	0	-	chr19	20047595	20053191	5596	21388	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066665	6254	35	1079	5175	4671	504	312	192	0.902609	0.896545	0.104322	0.105073
735	chr19	19787685	19789135	chr19:20605487	0	+	chr19	20605487	20606674	1187	21389	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066817	1517	16	397	1120	1025	95	59	36	0.915179	0.902289	0.0900133	0.0905713
736	chr19	19793692	19795663	chr3:101357470	0	-	chr3	101357470	101359274	1804	21785	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067023	1987	11	199	1788	1617	171	100	71	0.904362	0.898833	0.102309	0.102869
736	chr19	19808861	19813377	chr19:20674496	0	-	chr19	20674496	20676240	1744	21390	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066832	1748	9	621	1127	1022	105	65	40	0.906832	0.899648	0.0994834	0.100163
736	chr19	19825210	19827205	chr19:19699202	0	-	chr19	19699202	19701236	2034	21387	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066630	2052	8	75	1977	1852	125	82	43	0.936773	0.932997	0.0660522	0.0664192
736	chr19	19827007	19828977	chr19:21379721	0	-	chr19	21379721	21382002	2281	21391	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066949	2293	8	335	1958	1823	135	89	46	0.931052	0.927263	0.0723258	0.0727779
736	chr19	19827016	19828978	chr2:128517307	0	-	chr2	128517307	128519249	1942	21637	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067014	1973	8	42	1931	1791	140	95	45	0.927499	0.923672	0.0762492	0.076815
736	chr19	19827016	19828978	chr5:62775392	0	-	chr5	62775392	62777335	1943	21878	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067030	1974	9	43	1931	1797	134	86	48	0.930606	0.926289	0.0728173	0.0732284
736	chr19	19827326	19828978	chr9:86264569	0	-	chr9	86264569	86266192	1623	22020	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067066	1660	9	45	1615	1511	104	66	38	0.935604	0.930419	0.0673301	0.0676633
737	chr19	20047595	20053191	chr19:19775645	0	-	chr19	19775645	19781478	5833	21388	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066665	6254	35	1079	5175	4671	504	312	192	0.902609	0.896545	0.104322	0.105073
739	chr19	20257646	20262882	chr22:24686848	0	+	chr22	24686848	24690592	3744	21751	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067362	5280	26	1580	3700	3423	277	182	95	0.925135	0.91868	0.0788703	0.0794046
739	chr19	20259247	20262881	chr2:65268563	0	+	chr2	65268563	65271253	2690	21638	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067363	3682	19	1040	2642	2528	114	78	36	0.956851	0.950019	0.0444401	0.0446317
739	chr19	20266503	20267913	chr19:19942369	0	+	chr19	19942369	19943785	1416	21392	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066805	1447	14	68	1379	1248	131	77	54	0.905004	0.895908	0.101574	0.102139
739	chr19	20291096	20299449	chr19:20788601	0	+	chr19	20788601	20795197	6596	21393	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067192	8453	41	1957	6496	5908	588	354	234	0.909483	0.903778	0.096463	0.0970269
92	chr19	20310654	20316426	chr19:20531557	0	-	chr19	20531557	20535723	4166	21394	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067204	4620	42	496	4124	3720	404	245	159	0.902037	0.892943	0.104979	0.105676
739	chr19	20312755	20313921	chr4:1811478	0	+	chr4	1811478	1812680	1202	21828	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067384	1236	6	104	1132	1061	71	53	18	0.937279	0.932337	0.0654995	0.0660886
741	chr19	20531557	20535723	chr19:20310654	0	-	chr19	20310654	20316426	5772	21394	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067204	4620	42	496	4124	3720	404	245	159	0.902037	0.892943	0.104979	0.105676
92	chr19	20558843	20604642	chr19:20723755	0	-	chr19	20723755	20783204	59449	21395	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067438	61201	278	17154	44047	40286	3761	2191	1570	0.914614	0.908878	0.0906502	0.0910761
742	chr19	20605487	20606674	chr19:19787685	0	+	chr19	19787685	19789135	1450	21389	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066817	1517	16	397	1120	1025	95	59	36	0.915179	0.902289	0.0900133	0.0905713
742	chr19	20674496	20676240	chr19:19808861	0	-	chr19	19808861	19813377	4516	21390	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066832	1748	9	621	1127	1022	105	65	40	0.906832	0.899648	0.0994834	0.100163
743	chr19	20714335	20718620	chr8:24746948	0	+	chr8	24746948	24751412	4464	21992	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067592	4502	29	255	4247	3858	389	242	147	0.908406	0.902245	0.0976887	0.0983567
743	chr19	20723755	20783204	chr19:20558843	0	-	chr19	20558843	20604642	45799	21395	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067438	61201	278	17154	44047	40286	3761	2191	1570	0.914614	0.908878	0.0906502	0.0910761
743	chr19	20783684	20785084	chr19:20850765	0	-	chr19	20850765	20852157	1392	21396	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067485	1418	15	44	1374	1238	136	77	59	0.901019	0.891289	0.106151	0.106671
743	chr19	20788601	20795197	chr19:20291096	0	+	chr19	20291096	20299449	8353	21393	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067192	8453	41	1957	6496	5908	588	354	234	0.909483	0.903778	0.096463	0.0970269
744	chr19	20850765	20852157	chr19:20783684	0	-	chr19	20783684	20785084	1400	21396	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067485	1418	15	44	1374	1238	136	77	59	0.901019	0.891289	0.106151	0.106671
746	chr19	21129484	21130561	chr3:63583194	0	+	chr3	63583194	63584275	1081	21786	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067722	1082	5	6	1076	980	96	69	27	0.910781	0.906568	0.0949884	0.0961037
746	chr19	21219851	21222610	chr19:21385690	0	-	chr19	21385690	21388905	3215	21397	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067791	3411	31	848	2563	2310	253	136	117	0.901288	0.890517	0.105841	0.10624
747	chr19	21243949	21268486	chr19:21366566	0	-	chr19	21366566	21376543	9977	21398	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067793	25241	65	15968	9273	8405	868	543	325	0.906395	0.900086	0.099983	0.100701
748	chr19	21366566	21376543	chr19:21243949	0	-	chr19	21243949	21268486	24537	21398	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067793	25241	65	15968	9273	8405	868	543	325	0.906395	0.900086	0.099983	0.100701
748	chr19	21373228	21376546	chr19:21403115	0	+	chr19	21403115	21406787	3672	21399	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067806	3710	24	430	3280	2990	290	180	110	0.911585	0.904964	0.0940756	0.0946866
748	chr19	21379721	21381369	chr9:86264570	0	+	chr9	86264570	86266192	1622	22021	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067923	1659	10	48	1611	1509	102	61	41	0.936685	0.930907	0.0661478	0.0663962
748	chr19	21379721	21382001	chr2:128517308	0	+	chr2	128517308	128519257	1949	21639	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067886	2290	6	351	1939	1795	144	93	51	0.925735	0.922879	0.0782043	0.0786938
748	chr19	21379721	21382002	chr19:19827007	0	-	chr19	19827007	19828977	1970	21391	1000	N/A	N/A	N/A	N/A	align_both/0013/both0066949	2293	8	335	1958	1823	135	89	46	0.931052	0.927263	0.0723258	0.0727779
748	chr19	21379728	21382001	chr5:62775400	0	+	chr5	62775400	62777343	1943	21879	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067895	2284	8	352	1932	1789	143	94	49	0.925983	0.922165	0.0779285	0.0784506
748	chr19	21385690	21388905	chr19:21219851	0	-	chr19	21219851	21222610	2759	21397	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067791	3411	31	848	2563	2310	253	136	117	0.901288	0.890517	0.105841	0.10624
748	chr19	21403115	21406787	chr19:21373228	0	+	chr19	21373228	21376546	3318	21399	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067806	3710	24	430	3280	2990	290	180	110	0.911585	0.904964	0.0940756	0.0946866
750	chr19	21635212	21637706	chr19:21768396	0	-	chr19	21768396	21770827	2431	21400	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067926	2528	13	131	2397	2223	174	105	69	0.927409	0.922407	0.0763482	0.0766968
750	chr19	21637708	21660461	chr19:21722929	0	-	chr19	21722929	21745324	22395	21401	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067927	24581	180	4014	20567	19020	1547	927	620	0.924782	0.916759	0.0792622	0.0796276
750	chr19	21665924	21680631	chr19:21705165	0	-	chr19	21705165	21714937	9772	21402	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067931	16759	48	9039	7720	7149	571	356	215	0.926036	0.920314	0.0778699	0.0782885
750	chr19	21705165	21714937	chr19:21665924	0	-	chr19	21665924	21680631	14707	21402	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067931	16759	48	9039	7720	7149	571	356	215	0.926036	0.920314	0.0778699	0.0782885
750	chr19	21722929	21745324	chr19:21637708	0	-	chr19	21637708	21660461	22753	21401	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067927	24581	180	4014	20567	19020	1547	927	620	0.924782	0.916759	0.0792622	0.0796276
750	chr19	21750932	21754056	chrX:65818250	0	-	chrX	65818250	65822174	3924	22210	1000	N/A	N/A	N/A	N/A	align_both/0013/both0068023	3959	25	870	3089	2784	305	189	116	0.901263	0.894027	0.10587	0.106649
750	chr19	21751805	21754375	chr2:207753585	0	+	chr2	207753585	207756161	2576	21640	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067991	2606	18	66	2540	2334	206	145	61	0.918898	0.912432	0.0858316	0.0866655
750	chr19	21752941	21754375	chr6:15846029	0	-	chr6	15846029	15847485	1456	21910	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067997	1471	8	52	1419	1292	127	86	41	0.9105	0.905396	0.0953067	0.0962027
751	chr19	21768396	21770827	chr19:21635212	0	-	chr19	21635212	21637706	2494	21400	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067926	2528	13	131	2397	2223	174	105	69	0.927409	0.922407	0.0763482	0.0766968
751	chr19	21857089	21878043	chr19:22901904	0	+	chr19	22901904	22918168	16264	21403	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067961	21489	79	10301	11188	10383	805	545	260	0.928048	0.921541	0.0756414	0.076193
93	chr19	21880251	21890542	chr16:2660261	0	+	chr16	2660261	2670537	10276	15994	1000	N/A	N/A	N/A	N/A	align_both/0009/both0046462	10330	25	93	10237	9798	439	314	125	0.957116	0.954785	0.0441585	0.0443823
93	chr19	21886755	21890535	chr1:237915281	0	-	chr1	237915281	237918989	3708	21320	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067988	3785	5	82	3703	3461	242	179	63	0.934648	0.933387	0.0683767	0.0689999
752	chr19	21929572	21940120	chr19:22928618	0	+	chr19	22928618	22940031	11413	21404	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067964	11509	51	1057	10452	9826	626	407	219	0.940107	0.935542	0.0624197	0.0627345
752	chr19	21940517	21943709	chr19:22140099	0	+	chr19	22140099	22143310	3211	21405	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067947	3229	19	55	3174	2956	218	142	76	0.931317	0.925775	0.0720342	0.0724613
752	chr19	21943149	21953759	chr19:22940981	0	+	chr19	22940981	22951620	10639	21406	1000	N/A	N/A	N/A	N/A	align_both/0013/both0067965	10722	72	195	10527	9713	814	500	314	0.922675	0.916407	0.0816082	0.0820413
